,B19013B_001E,B19013_001E,NAME,congressional district,state
33,38274.0,64948.0,"Congressional District 13 (115th Congress), California",13,06
34,54226.0,93666.0,"Congressional District 14 (115th Congress), California",14,06
35,58799.0,97232.0,"Congressional District 15 (115th Congress), California",15,06
36,24006.0,38381.0,"Congressional District 16 (115th Congress), California",16,06
37,69882.0,107946.0,"Congressional District 17 (115th Congress), California",17,06
38,68487.0,112702.0,"Congressional District 18 (115th Congress), California",18,06
39,63917.0,85010.0,"Congressional District 19 (115th Congress), California",19,06
40,61606.0,62732.0,"Congressional District 20 (115th Congress), California",20,06
41,31914.0,38462.0,"Congressional District 21 (115th Congress), California",21,06
42,35334.0,53868.0,"Congressional District 22 (115th Congress), California",22,06
43,37532.0,56167.0,"Congressional District 23 (115th Congress), California",23,06
44,54294.0,64676.0,"Congressional District 24 (115th Congress), California",24,06
45,42492.0,73819.0,"Congressional District 25 (115th Congress), California",25,06
46,68225.0,76719.0,"Congressional District 26 (115th Congress), California",26,06
47,54015.0,70099.0,"Congressional District 27 (115th Congress), California",27,06
48,48709.0,58768.0,"Congressional District 28 (115th Congress), California",28,06
49,41909.0,48293.0,"Congressional District 29 (115th Congress), California",29,06
50,60942.0,72243.0,"Congressional District 30 (115th Congress), California",30,06
51,40917.0,55451.0,"Congressional District 31 (115th Congress), California",31,06
52,54679.0,61288.0,"Congressional District 32 (115th Congress), California",32,06
53,71722.0,99902.0,"Congressional District 33 (115th Congress), California",33,06
54,24072.0,37136.0,"Congressional District 34 (115th Congress), California",34,06
55,54387.0,55900.0,"Congressional District 35 (115th Congress), California",35,06
56,35300.0,45708.0,"Congressional District 36 (115th Congress), California",36,06
57,36179.0,51531.0,"Congressional District 37 (115th Congress), California",37,06
58,55556.0,63212.0,"Congressional District 38 (115th Congress), California",38,06
59,71760.0,80844.0,"Congressional District 39 (115th Congress), California",39,06
60,30603.0,41521.0,"Congressional District 40 (115th Congress), California",40,06
61,48736.0,56824.0,"Congressional District 41 (115th Congress), California",41,06
62,74446.0,73341.0,"Congressional District 42 (115th Congress), California",42,06
63,40542.0,50355.0,"Congressional District 43 (115th Congress), California",43,06
64,44770.0,47683.0,"Congressional District 44 (115th Congress), California",44,06
65,86993.0,93995.0,"Congressional District 45 (115th Congress), California",45,06
66,46347.0,56465.0,"Congressional District 46 (115th Congress), California",46,06
67,46941.0,60841.0,"Congressional District 47 (115th Congress), California",47,06
68,69250.0,83894.0,"Congressional District 48 (115th Congress), California",48,06
69,61613.0,77558.0,"Congressional District 49 (115th Congress), California",49,06
70,57561.0,65656.0,"Congressional District 50 (115th Congress), California",50,06
71,39594.0,42561.0,"Congressional District 51 (115th Congress), California",51,06
72,54945.0,86174.0,"Congressional District 52 (115th Congress), California",52,06
73,54088.0,65332.0,"Congressional District 53 (115th Congress), California",53,06
74,35519.0,58507.0,"Congressional District 1 (115th Congress), Colorado",01,08
75,48776.0,72006.0,"Congressional District 2 (115th Congress), Colorado",02,08
76,35897.0,49977.0,"Congressional District 3 (115th Congress), Colorado",03,08
77,54293.0,67813.0,"Congressional District 4 (115th Congress), Colorado",04,08
78,48232.0,58613.0,"Congressional District 5 (115th Congress), Colorado",05,08
79,47758.0,72470.0,"Congressional District 6 (115th Congress), Colorado",06,08
80,47001.0,62806.0,"Congressional District 7 (115th Congress), Colorado",07,08
81,45929.0,68058.0,"Congressional District 1 (115th Congress), Connecticut",01,09
82,47586.0,72760.0,"Congressional District 2 (115th Congress), Connecticut",02,09
83,39969.0,64333.0,"Congressional District 3 (115th Congress), Connecticut",03,09
84,45710.0,90142.0,"Congressional District 4 (115th Congress), Connecticut",04,09
85,42504.0,68984.0,"Congressional District 5 (115th Congress), Connecticut",05,09
86,47450.0,61017.0,"Congressional District (at Large) (115th Congress), Delaware",00,10
87,40560.0,72935.0,"Delegate District (at Large) (115th Congress), District of Columbia",98,11
88,34813.0,51868.0,"Congressional District 1 (115th Congress), Florida",01,12
89,33148.0,45464.0,"Congressional District 2 (115th Congress), Florida",02,12
90,28646.0,45807.0,"Congressional District 3 (115th Congress), Florida",03,12
91,48965.0,63472.0,"Congressional District 4 (115th Congress), Florida",04,12
92,30721.0,37816.0,"Congressional District 5 (115th Congress), Florida",05,12
93,29753.0,44026.0,"Congressional District 6 (115th Congress), Florida",06,12
94,37497.0,54116.0,"Congressional District 7 (115th Congress), Florida",07,12
95,33962.0,49297.0,"Congressional District 8 (115th Congress), Florida",08,12
96,37209.0,45813.0,"Congressional District 9 (115th Congress), Florida",09,12
97,36058.0,48582.0,"Congressional District 10 (115th Congress), Florida",10,12
98,36295.0,43053.0,"Congressional District 11 (115th Congress), Florida",11,12
99,44691.0,48522.0,"Congressional District 12 (115th Congress), Florida",12,12
100,31259.0,45481.0,"Congressional District 13 (115th Congress), Florida",13,12
101,30192.0,48636.0,"Congressional District 14 (115th Congress), Florida",14,12
102,40764.0,51115.0,"Congressional District 15 (115th Congress), Florida",15,12
103,42435.0,53814.0,"Congressional District 16 (115th Congress), Florida",16,12
104,33125.0,44362.0,"Congressional District 17 (115th Congress), Florida",17,12
105,36595.0,53675.0,"Congressional District 18 (115th Congress), Florida",18,12
